"","R1_0","R2_0","C1_0","r1","r2","K1","K2","e11","e12","h11","h12","a11","a12","m1","w11","R1","R2","C1","steady"
"294",0.9365,0.9365,0.5165,1.6475,0.7265,2.315,2.381,0.6964,0.6436,0.2135,0.2295,0.5953,3.5827,0.3187,0.8339,0.851999506574598,0,1.93836224791637,1
"295",1.3685,1.9295,1.5425,1.0505,1.7135,2.207,4.679,0.5964,0.5788,0.4605,0.2225,2.8963,2.1319,0.1783,0.5963,0,0,3.62981950327582,1
"296",1.8725,1.7075,1.0205,1.6385,0.5135,2.135,2.159,0.5684,0.7892,0.4735,0.2155,1.0399,3.1927,0.9469,0.9383,2.13499999995365,2.15900000007003,1.64924454322047e-10,1
"297",0.9425,1.8005,1.4255,1.1225,0.6485,4.151,2.093,0.5908,0.85,0.1865,0.2845,1.4143,0.6343,0.8317,0.8501,1.39332662239262,1.84144838797284,0.884762492044661,1
"298",1.1285,1.7735,1.5395,1.8875,0.8165,4.427,2.561,0.6924,0.6916,0.1805,0.4445,3.2707,2.8495,0.9433,0.2993,0.552365899760778,0,0.669795490564062,1
"299",0.8315,1.6955,0.7685,1.0025,1.9955,4.133,3.113,0.5596,0.79,0.4025,0.5745,0.2209,3.0445,0.9703,0.5585,0,1.3704079696474,1.24634837043749,1
"300",1.4735,0.8315,0.5195,1.8365,0.5885,4.211,4.043,0.8724,0.7012,0.1345,0.2645,3.1771,1.4845,0.8173,0.2579,0,0,0.6691482006494,1
"301",0.6215,1.5545,1.8725,0.6185,0.9905,4.157,2.927,0.6756,0.586,0.4185,0.3945,1.3207,2.5921,0.9955,0.9257,2.810234638017,2.83296870995082,0.435223411710122,1
"302",0.5885,0.9485,1.6565,1.8155,1.7015,3.887,2.621,0.5892,0.5004,0.5315,0.4685,2.1319,3.6997,0.5725,0.4793,0,2.62100000050751,0,1
"303",1.6475,1.8905,0.8885,1.1555,1.9895,2.693,4.889,0.5516,0.5828,0.1065,0.5115,3.3253,1.6639,0.9919,0.8321,0,0,0,1
"304",0.9965,0.5285,1.9595,1.2275,1.0175,2.147,2.897,0.5572,0.5668,0.1505,0.4705,2.8729,1.0399,0.9343,0.2561,2.14700000385727,2.89700001908745,0,1
"305",0.9815,1.8725,0.7895,0.8945,0.9785,3.809,2.693,0.7852,0.5532,0.5715,0.5805,3.9415,1.7029,0.4051,0.4991,0,0.747983652118292,0.721871288493608,1
"306",0.8675,1.2965,1.5335,1.5695,1.6145,4.085,4.715,0.834,0.858,0.4195,0.1885,3.9181,1.0867,0.1351,0.3119,0,0,1.54704082107986,1
"307",1.1135,0.7655,1.3535,1.3745,0.6005,3.239,3.239,0.6076,0.5516,0.1255,0.1555,1.9525,0.1741,0.9163,0.8879,0.952682969627019,0,0.612912856555167,1
"308",1.6505,1.6655,1.3085,0.9845,1.5245,3.851,4.871,0.742,0.6036,0.4455,0.3855,2.3113,2.4673,0.4987,0.7115,0,0,1.5207318740487,1
"309",1.0175,1.1015,1.3925,0.6725,1.4855,2.459,3.845,0.8412,0.7308,0.3135,0.1305,3.6997,1.3909,0.7327,0.3263,0.322980155481043,0.829765435450987,1.18072141697395,1
"310",1.0745,0.8075,0.8075,1.2875,0.5105,3.425,2.885,0.89,0.7804,0.2005,0.2395,1.4299,1.4455,0.4897,0.6683,0.476431419871246,0.379764641587847,1.22803747837693,1
"311",0.5315,1.2305,1.6805,0.8705,1.7705,2.321,3.713,0.8268,0.654,0.5175,0.2775,0.1039,2.9119,0.9325,0.3497,0,0.810253859035899,0.786556735186489,1
"312",1.1495,1.5935,1.9955,1.4345,0.5555,3.731,2.111,0.602,0.8004,0.5465,0.3515,3.4813,2.3191,0.3583,0.6449,0,0,1.79700630620806,1
"313",1.0715,0.6365,1.7285,1.0805,0.7775,2.009,2.261,0.5132,0.8636,0.1465,0.3155,0.7903,1.5625,0.1261,0.7043,0,0,2.80300664211762,1
"314",0.6995,1.8965,1.3295,1.2155,1.4285,2.783,4.115,0.886,0.7964,0.3665,0.3895,0.3691,2.1241,0.9757,0.8429,6.38401577556453e-21,1.10323317418576,0.941486334692187,1
"315",0.6725,0.5315,1.7405,1.6925,1.9055,2.795,4.337,0.6188,0.7868,0.1605,0.1775,2.4127,1.1803,0.9793,0.4307,2.79500004445848,4.33700001279066,0,1
"316",1.7105,1.2365,1.3685,0.7085,1.4165,4.253,3.527,0.546,0.6556,0.4145,0.5185,3.8635,3.0757,0.4591,0.5477,0,0,1.16383421802042,1
"317",1.2095,1.7315,1.7015,1.4135,0.6425,2.189,4.307,0.5316,0.8956,0.4565,0.5945,1.1881,1.8277,0.2701,0.3605,0.556791890291447,1.57773192535676e-22,1.15499172424609,1
"318",1.4135,1.5965,0.5405,0.6995,1.6055,4.895,3.563,0.7524,0.6788,0.4385,0.4325,1.7575,1.0165,0.7363,0.4163,0,3.56300003098201,0,1
"319",0.5795,0.9725,1.6895,0.5375,1.6955,2.075,3.791,0.7724,0.5908,0.3765,0.4455,0.2443,1.6717,0.9145,0.6809,0,0,0,1
"320",1.3565,0.6185,1.8605,1.4675,1.7105,2.747,2.807,0.846,0.594,0.3085,0.4005,3.8713,0.7435,0.7435,0.4505,0.311457917570575,0,0.461109280962007,1
"321",1.4465,0.6785,0.7805,1.7075,0.6095,2.345,2.339,0.6988,0.6644,0.4175,0.1475,1.0789,2.7793,0.8065,0.2867,1.99106355929094,0.559092939509678,0.658231527726503,1
"322",1.4075,1.9505,1.9775,1.5305,1.9865,3.509,3.971,0.746,0.6452,0.5975,0.1395,0.3925,1.6483,0.4105,0.5765,2.08868592208391,0,2.35143600471229,1
"323",1.6925,1.9775,0.8165,0.5945,1.4345,3.551,2.255,0.6452,0.626,0.3485,0.4515,0.4315,0.1195,0.6211,0.0617,3.5510000068997,2.255,0,1
"324",0.7535,1.9565,0.9215,1.7345,1.9775,2.939,2.453,0.5724,0.7364,0.3475,0.3355,1.5859,3.5437,0.5149,0.6359,0,2.45300000141764,0,1
"325",1.4225,1.3145,1.2965,0.6695,1.5455,2.681,3.989,0.6724,0.8492,0.5345,0.5685,1.9915,2.4751,0.5905,0.4037,0,0,0,1
"326",1.3325,0.6665,1.8515,0.6665,1.3655,3.455,2.939,0.8228,0.8324,0.4915,0.1205,3.6139,1.7107,0.1441,0.3749,0,0,1.27341936451987,1
"327",0.9575,1.3115,1.8785,0.5585,1.5665,4.727,4.037,0.7132,0.7236,0.5245,0.5565,3.3331,2.5687,0.9253,0.4217,1.00756254884236,1.84513465922477,1.56852398672451,1
"328",1.4945,0.5645,0.8945,0.7895,0.7955,2.381,3.197,0.8148,0.566,0.4935,0.4965,2.0929,1.6171,0.9685,0.1085,2.38100017654362,3.19700000000105,0,1
"329",1.8215,1.6985,1.5305,0.5915,1.9985,3.659,4.799,0.718,0.7508,0.3735,0.1905,0.3847,2.5297,0.6859,0.3317,3.65900025837819,0,0,1
"330",1.3385,1.3385,1.5275,1.8545,1.0025,4.637,4.019,0.7228,0.8108,0.4065,0.5015,0.6031,2.3815,0.5797,0.6377,0,4.01900000255921,0,1
"331",0.8495,1.3175,0.6875,1.2095,1.8755,3.101,2.393,0.8628,0.8284,0.1715,0.1535,3.6451,2.7091,0.2827,0.6773,0,0,1.55200877312323,1
"332",1.1225,0.8045,1.2395,1.4945,0.6575,3.299,2.405,0.598,0.83,0.3645,0.1445,3.9337,0.9229,0.1063,0.5657,0,0,1.22142947418336,1
"333",1.2305,0.7685,1.9625,0.7715,1.9295,4.163,3.755,0.8548,0.694,0.2445,0.3055,2.3503,3.3019,0.7075,0.2471,0.594301129645882,0.365610205584215,1.09948841075817,1
"334",0.9125,1.0025,1.3985,1.8695,1.6925,3.995,4.163,0.8988,0.722,0.2835,0.1155,0.5017,0.1897,0.3529,0.5261,3.99500005184587,0,0,1
"335",0.7235,0.6965,0.8705,1.0835,1.5185,4.733,4.463,0.894,0.754,0.5785,0.2365,2.0695,1.5703,0.8929,0.2093,0,0,0.821457371398426,1
"336",1.5005,1.4645,1.7255,1.8275,1.0445,4.115,4.583,0.8196,0.5852,0.2745,0.2075,3.1069,0.4315,0.4501,0.2435,0,4.5830000000114,0,1
"337",0.8375,1.7195,1.6985,1.6205,0.9875,3.173,2.315,0.7124,0.7708,0.3105,0.5695,2.2255,2.7247,0.4015,0.7691,0,0,2.21930643103414,1
"338",0.5045,1.7615,0.6005,1.6865,1.8995,4.661,2.201,0.8828,0.5868,0.3495,0.3695,2.4751,0.6499,0.7057,0.5873,0,2.20100005289844,0,1
"339",0.6425,0.6155,1.2275,1.5185,1.9535,3.845,2.063,0.8892,0.7516,0.5965,0.3465,3.6373,0.5797,0.5077,0.7961,0.23804878198327,0,0.593904991291203,1
"340",1.8965,1.3085,1.7435,1.6685,0.6545,2.171,3.557,0.6356,0.5652,0.3295,0.1015,0.3379,1.2505,0.2413,0.7889,0,0,0,1
"341",0.6005,0.9095,1.6625,1.6505,1.1225,3.503,4.739,0.6212,0.7756,0.2985,0.4555,0.7825,3.2083,0.6949,0.2543,0,0.471808263931887,0.532258776003888,1
"342",1.7435,1.7105,1.9175,0.8795,1.8365,2.339,3.815,0.8132,0.718,0.5635,0.3135,2.4205,3.6919,0.8119,0.3065,0,0,0,1
"343",0.7265,1.4885,0.5465,0.9485,0.9455,3.329,3.209,0.5076,0.89,0.1285,0.3265,1.1803,1.8043,0.4123,0.4379,0.768375209585732,0,0.690162333827483,1
"344",0.9335,1.1255,1.0445,1.6805,1.5395,3.815,4.535,0.738,0.5804,0.4225,0.1025,3.4033,1.4689,0.5131,0.1697,0,0,1.83092993793375,1
"345",0.8585,1.3205,0.9545,1.7135,1.6565,3.449,4.349,0.7748,0.5796,0.1175,0.3305,3.4267,2.7403,0.6769,0.1553,0,0.694092368730157,0.827369621110986,1
"346",1.1795,1.3055,1.9085,1.5635,1.0535,2.567,4.865,0.7356,0.8412,0.2705,0.5225,2.6623,0.5251,0.3871,0.5567,0,1.15377467732639,2.01495870643345,1
"347",1.3355,1.7135,1.7555,1.1885,0.8705,4.451,4.445,0.806,0.846,0.3025,0.1835,0.8917,3.5593,0.2935,0.2957,0,0,0,1
"348",1.1525,1.8425,0.7085,0.7025,0.9065,2.471,4.265,0.5252,0.6604,0.5115,0.3385,1.4065,2.2333,0.2161,0.8411,0,0,1.55109894641049,1
"349",1.1855,1.6685,1.7165,0.8525,1.1375,4.007,4.847,0.7764,0.81,0.4445,0.4625,1.2817,0.5407,0.1189,0.5243,0,0,2.37231338518326,1
"350",1.4675,0.8165,1.5905,1.6415,1.9415,2.099,2.225,0.8972,0.7604,0.1735,0.5245,0.2755,0.9931,0.4267,0.6143,0,0,180.58410807416,1
"351",1.2005,1.6205,0.9185,1.2425,1.9925,4.169,3.299,0.7836,0.7676,0.2195,0.2865,2.8339,0.4003,0.6625,0.7943,0,3.29900000000913,0,1
"352",1.8875,0.5795,1.9265,0.5255,0.9275,4.223,4.169,0.734,0.8948,0.3725,0.5735,3.7465,2.3113,0.6247,0.4091,0.285900245232122,0.530170018978422,0.779347310679004,1
"353",0.9905,0.5975,0.7205,1.9685,1.2815,4.247,3.491,0.714,0.6748,0.3015,0.1765,1.3831,3.8947,0.4249,0.7529,0,0.181887364680692,0.350890156437967,1
"354",0.9005,1.1285,0.8525,1.2695,1.5695,2.837,2.489,0.7452,0.7196,0.4795,0.5775,3.5827,3.3721,0.3925,0.4973,0,0,1.01321537016979,1
"355",1.0325,1.6535,1.3025,0.9035,0.9125,4.103,3.719,0.8516,0.8836,0.2765,0.1135,1.6951,3.1381,0.9271,0.7853,0.444773984636413,0.78524424866246,0.867835290761175,1
"356",1.0205,1.2845,1.6715,1.5875,0.8285,3.245,2.717,0.7172,0.5132,0.4955,0.2625,1.6015,0.9463,0.4303,0.2597,0.533120834336531,0,1.17886469913671,1
"357",0.6695,0.9155,1.1225,1.8485,0.5975,2.279,3.101,0.5508,0.7324,0.3635,0.3425,0.3457,2.5141,0.7147,0.3677,0,0.582994235325374,0.289855639843236,1
"358",1.2935,1.4045,1.6265,0.5195,0.6305,3.905,2.213,0.8524,0.554,0.5215,0.5005,3.4501,3.7855,0.3835,0.5369,0,0,1.15861635707481,1
"359",0.8135,0.9815,1.0685,1.9505,1.1315,4.277,2.969,0.7788,0.882,0.5725,0.5055,0.5095,3.9415,0.1279,0.3803,0,0,0.984513629148944,1
"360",1.7045,1.2545,1.9055,1.4165,1.2605,2.051,3.881,0.6364,0.87,0.3965,0.4385,1.9369,3.4033,0.8083,0.5927,0.77895733720603,0.747369752610211,1.35750359292877,1
"361",1.0895,1.5575,0.6665,1.2935,1.0295,3.317,4.379,0.8044,0.7772,0.5085,0.3785,0.1429,2.3269,0.5509,0.7547,3.0487362269873e-22,0.416316645992527,0.54717289009203,1
"362",1.0985,1.4735,1.5785,1.0985,1.4495,3.083,3.665,0.8748,0.6156,0.3565,0.2825,2.8261,1.8511,0.2179,0.4883,0,0,1.94009408033573,1
"363",1.0505,1.4555,1.4645,1.2995,0.6605,3.077,4.277,0.7876,0.7844,0.3315,0.1505,2.0773,2.4829,0.9019,0.9311,0.387282437276839,1.59596993779101,0.958873627792127,1
"364",1.6115,0.8885,1.2755,1.3625,0.9185,3.473,4.829,0.5548,0.8668,0.3945,0.4395,2.3737,0.7201,0.3763,0.7421,0,0,1.54336140337097,1
"365",1.9295,1.1885,1.8335,1.5335,0.5675,3.857,2.183,0.8796,0.6764,0.2995,0.5305,0.2911,1.0087,0.7669,0.1931,0,0,32.2859100239016,1
"366",0.7385,0.7595,1.5845,1.6085,1.9325,3.575,3.797,0.8164,0.738,0.2805,0.2415,0.1663,0.2443,0.1423,0.4325,0,0,0,1
"367",0.5375,1.3595,0.8255,1.3265,0.8975,4.901,3.449,0.75,0.8332,0.4105,0.5585,3.2551,1.5235,0.1117,0.5801,0,0,0.458215221830757,1
"368",1.9355,1.8245,0.9605,1.7525,0.7925,4.829,2.759,0.6268,0.6204,0.1055,0.3115,3.2161,0.8761,0.2485,0.3695,0,0,2.94967060153528,1
"369",1.5515,1.0145,1.0355,0.9695,0.5465,4.373,2.903,0.8876,0.758,0.5995,0.2955,3.5047,1.3831,0.5653,0.3137,0,0,1.00327606127029,1
"370",0.7115,1.0655,1.1585,0.8135,1.2725,2.477,4.601,0.6572,0.7172,0.4125,0.5725,1.5391,1.7731,0.1477,0.7259,0,0,1.16559822840583,1
"371",1.4195,1.7825,1.5575,0.7055,1.4075,2.897,2.519,0.7604,0.8596,0.4305,0.5845,0.3067,2.8105,0.7453,0.1229,2.89700148848088,2.519,0,1
"372",1.0265,0.9305,1.9655,1.7705,0.7445,2.891,3.671,0.8388,0.7996,0.3575,0.5505,2.6077,1.6015,0.3475,0.6755,0,0,1.73569405027396,1
"373",1.7945,1.4705,1.8935,1.4405,1.2635,4.859,4.031,0.7636,0.8572,0.1495,0.4525,2.2879,3.7543,0.5545,0.4289,0,0,1.59825054074853,1
"374",1.4165,0.9425,0.8765,1.8425,0.7865,2.117,4.469,0.694,0.662,0.2925,0.3315,0.7123,3.9883,0.4645,0.2651,2.11700000000249,0,0,1
"375",1.4975,0.8825,1.7045,1.1165,0.8135,2.141,4.877,0.7964,0.59,0.3585,0.2465,1.0321,1.3597,0.6013,0.3029,1.3409970615394,0.732853199100207,1.23804172204822,1
"376",1.8035,0.8945,1.1135,1.8815,1.6385,4.499,2.951,0.6996,0.63,0.4285,0.3665,1.3129,2.2879,0.1135,0.4559,0,0,1.40623100380488,1
"377",1.3415,0.6335,1.7225,1.3505,1.9235,3.053,4.757,0.8236,0.8532,0.3055,0.4895,2.8573,2.8027,0.8533,0.8195,0.530519871416217,0,0.571362569448195,1
"378",1.1705,0.6305,1.5215,1.2215,1.0355,4.529,3.953,0.618,0.8516,0.3415,0.2705,3.3409,1.3207,0.1747,0.7277,0,0,0.943945340570182,1
"379",0.7145,1.7015,1.4315,0.8075,1.2965,3.407,4.241,0.5452,0.8252,0.5745,0.3635,1.2739,2.7871,0.1981,0.8537,0,0,1.43169362885369,1
"380",0.5525,1.2905,0.8585,1.5425,1.4735,3.263,2.615,0.6852,0.5236,0.3305,0.2195,0.4471,0.5017,0.3061,0.1409,0,1.33678966085727,1.64694903400971,1
"381",0.6575,1.4975,1.9445,1.6655,1.5335,3.281,2.837,0.73,0.7908,0.1455,0.4535,3.4891,1.3753,0.4879,0.5009,0,0.622889735760179,1.20828868934353,1
"382",0.5705,1.7855,1.5095,1.1315,1.0505,2.957,3.401,0.6044,0.8628,0.4885,0.4975,1.8979,0.6889,0.1765,0.7565,0,0,2.59682284259656,1
"383",1.3025,1.7165,0.8555,0.7835,1.7885,2.243,2.267,0.5972,0.5388,0.1955,0.3935,2.1085,1.2115,0.6229,0.3407,0.977544270126658,1.38459701162754,1.24803288224001,1
"384",0.8105,0.8585,0.5675,0.5675,0.7805,2.759,2.711,0.6244,0.5708,0.1525,0.2005,3.9727,1.3675,0.6391,0.9455,0.305298131686198,0,0.15054078709978,1
"385",0.9035,1.6475,1.0145,0.5315,1.5995,3.251,4.439,0.6204,0.6996,0.3625,0.1285,2.7637,0.8917,0.8965,0.1121,1.34621867476085,1.68105657012287,1.59377974304457,1
"386",1.6805,1.5335,1.5755,0.7685,0.6395,2.801,3.929,0.7732,0.5916,0.4995,0.2105,2.9041,2.9353,0.3097,0.3533,0,0,2.86112528039488,1
"387",1.8995,1.1315,1.6115,1.0715,1.5425,3.209,2.549,0.5188,0.5508,0.1155,0.2175,0.7357,0.2833,0.8281,0.5063,3.209,2.54900000523224,0,1
"388",1.2365,0.6455,1.5485,1.5155,1.5275,2.201,2.573,0.522,0.5644,0.4395,0.2995,0.4705,3.2863,0.3565,0.0509,2.06644807443367,0.237457611440666,0.801570667533754,1
"389",0.5285,0.7355,0.9785,1.0055,1.7435,4.061,4.007,0.7612,0.7412,0.1645,0.1165,3.7933,2.7715,0.7831,0.1913,0.540156386212325,0.32168496111343,0.945948764685453,1
"390",1.2035,0.8765,0.8105,0.6575,0.6065,4.025,3.329,0.7084,0.7636,0.4245,0.3005,3.6295,0.7357,0.8425,0.7439,0.661781408022333,0,0.305708963861288,1
"391",1.5095,1.1075,1.3265,1.9565,1.9385,4.265,4.319,0.6524,0.8228,0.2465,0.1545,1.0555,1.0243,0.7381,0.4253,1.34444088635563,1.10417860716474,3.36815006659294,1
"392",0.6455,1.5665,1.8305,0.6095,1.7585,3.965,2.147,0.7812,0.7692,0.4315,0.2925,2.4517,1.3519,0.7561,0.0779,0,1.02052004699252,0.957889844603717,1
"393",1.3625,1.4915,1.9685,1.8965,0.7295,2.573,2.351,0.6556,0.8588,0.3615,0.5525,0.5329,1.9759,0.3691,0.0761,2.57300000000001,0,0,1
"394",0.5225,1.1915,1.0505,1.9745,0.5705,3.125,3.965,0.7972,0.622,0.1515,0.4935,3.8011,2.1787,0.1999,0.2201,0,3.96500070899115,0,1
"395",1.9595,1.5485,1.0805,0.5645,1.9565,2.081,4.193,0.8852,0.574,0.3795,0.5165,2.9197,1.1413,0.6697,0.8591,2.08100016269251,0,0,1
"396",0.5165,1.8185,1.2215,1.8035,1.2215,3.917,3.551,0.6772,0.6004,0.4265,0.2045,2.1475,3.9571,0.6499,0.8555,1.30421923553816e-23,0.351311303188059,0.357220846981666,1
"397",0.9245,1.9205,0.8795,1.7195,0.6035,3.113,2.165,0.8428,0.5444,0.5755,0.4055,0.6265,0.1351,0.7687,0.6161,0,2.16500000215011,0,1
"398",0.9755,0.6485,1.6325,1.8665,1.6895,3.839,3.917,0.6412,0.6444,0.4345,0.3405,3.5515,2.3659,0.2233,0.3713,0,0,1.26267366551388,1
"399",0.6545,1.8095,1.6475,0.6785,1.3775,3.617,3.995,0.5412,0.5172,0.3705,0.5085,1.5547,2.9509,0.4321,0.7187,0,0.492239256497303,0.711599791259305,1
"400",0.5645,1.8845,1.4525,1.1495,0.8045,4.655,2.399,0.57,0.7052,0.1945,0.5365,3.3565,3.2473,0.5833,0.6971,0,0,0,1
"401",1.4885,1.1465,0.8975,1.9055,1.6865,2.285,3.053,0.5204,0.6468,0.2545,0.4675,3.6061,1.1335,0.2881,0.0545,2.2850000102525,0,0,1
"402",0.5825,1.7045,0.6155,1.8785,0.9095,3.605,3.461,0.786,0.7484,0.3265,0.1195,1.2661,2.1085,0.8983,0.8519,0,0.664589929546215,0.406881643397265,1
"403",1.8275,1.4195,1.2665,0.7505,1.9445,4.019,2.507,0.6172,0.7388,0.3925,0.3545,2.4283,0.2755,0.7201,0.6953,1.28969384634201,2.44506243344958,0.683896634840881,1
"404",1.5695,1.5215,1.3745,1.7945,0.7325,4.289,3.827,0.6324,0.7332,0.3895,0.3605,0.6967,2.4985,0.2251,0.4109,0,0,2.47806942675795,1
"405",0.8435,1.6865,1.0025,0.5105,0.9635,2.105,2.543,0.7948,0.5836,0.2475,0.4855,0.9151,1.4299,0.1585,0.3893,2.10500000848778,2.54300000000389,0,1
"406",1.5605,1.3025,1.3235,1.0355,1.2335,2.483,4.157,0.8804,0.6908,0.3905,0.2265,3.6685,3.8869,0.5059,0.1319,0,0,1.60373212101132,1
"407",1.6955,0.5105,1.7975,1.8185,1.0595,3.155,2.663,0.5404,0.6868,0.4645,0.5035,1.8121,1.2349,0.9811,0.9149,3.15499999886739,0,1.68331542099915e-09,1
"408",1.1645,0.7865,0.5075,1.0385,1.1105,3.959,4.997,0.5236,0.6948,0.5655,0.4915,3.2395,2.4907,0.4159,0.4955,0,0.340510249857411,0.588665987583775,1
"409",0.5015,1.8455,0.7265,0.8645,0.9575,4.319,3.191,0.5556,0.7588,0.2905,0.1665,2.5843,3.4345,0.5455,0.1517,0.5315164101194,1.8594484968834e-21,0.410408847132676,1
"410",0.8075,1.5785,0.6755,1.0085,1.3955,4.283,2.219,0.802,0.7548,0.3745,0.2615,3.8869,1.5937,0.9721,0.1985,0,2.21900000001236,0,1
"411",1.0835,1.6145,0.8855,1.6535,1.3415,2.585,3.785,0.502,0.8644,0.2785,0.5215,1.2271,1.8355,0.6427,0.7007,0.891162239436663,1.1858851293036,2.22342964432666,1
"412",1.0355,1.1045,1.3955,1.4885,1.8005,2.027,4.073,0.622,0.7316,0.5445,0.3045,1.0633,3.0991,0.2755,0.4631,0.548949971510428,0,1.34519664091451,1
"413",0.8555,1.3535,0.6575,1.3865,0.6965,2.291,4.961,0.6404,0.6684,0.5295,0.3495,2.9587,1.9135,0.2557,0.6305,0,0,0.753003643034694,1
"414",1.9025,1.3715,1.0925,1.5275,1.5755,3.947,3.533,0.6396,0.7228,0.4745,0.5675,0.6421,2.0617,0.8803,0.4775,3.65156224577458,2.83389025536448,1.02876658344916,1
"415",1.1375,1.4525,1.7885,1.1615,0.6815,4.391,4.751,0.6532,0.7572,0.1835,0.4345,0.9775,2.6935,0.8623,0.3947,4.39100001970234,0,7.02314538661685e-10,1
"416",1.9175,1.5755,1.3505,0.8615,1.3715,3.035,4.487,0.7204,0.5348,0.2295,0.1605,1.1257,2.9041,0.2503,0.9401,0,0,1.68006344821327,1
"417",1.0295,1.4675,1.9475,1.7015,1.0115,3.461,3.143,0.7276,0.5924,0.5675,0.5405,2.1709,2.2645,0.3151,0.8663,5.06606324196367e-23,0.329664824358324,0.561154227335567,1
"418",1.6715,1.3655,0.8015,0.9575,0.9335,4.313,2.375,0.5332,0.5356,0.1395,0.5265,2.0617,0.2599,0.4213,0.0923,2.34877242494636,1.49788051376441,1.95275871982795,1
"419",1.1825,0.9935,1.4225,1.0565,1.7525,3.479,3.263,0.574,0.5332,0.3845,0.5275,1.7419,2.8807,0.7165,0.6287,1.31019611239607,1.70467883778849,1.75303212949824,1
"420",1.1045,0.5405,0.9995,1.5545,1.1825,3.389,3.425,0.842,0.766,0.2255,0.3985,1.4611,0.9853,0.9487,0.2939,0,0,0,1
"421",1.7165,1.7885,1.2305,1.0475,0.8345,4.751,4.691,0.854,0.5724,0.4535,0.5875,0.6343,0.7981,0.1837,0.6107,0,0,2.0758958594166,1
"422",0.7925,1.2395,1.6775,1.7165,0.7595,3.377,3.737,0.6636,0.6836,0.2415,0.3435,3.8167,3.2317,0.5491,0.6845,0.281251429816447,0.318217151079319,0.810109815123406,1
"423",1.4435,1.7525,1.3055,0.7385,1.5575,3.143,4.967,0.6588,0.5484,0.5565,0.3175,2.9119,0.8683,0.1153,0.7925,0,0,0.722412205324821,1
"424",1.8185,1.9955,1.6025,1.3055,1.0955,2.231,4.685,0.5156,0.8236,0.1075,0.5335,1.0945,1.9213,0.6337,0.3191,1.29388876829027,0,0.577290763061444,1
"425",0.6125,1.1795,1.3835,0.7235,1.2065,3.935,4.763,0.6692,0.8508,0.2015,0.3555,0.7045,1.7887,0.7813,0.2327,0,0.76223460771209,0.841178697519445,1
"426",0.9695,0.6635,1.4615,1.3355,1.2515,2.633,3.365,0.7892,0.7628,0.2885,0.1575,0.8215,0.3691,0.3025,0.0563,0,3.36500000433196,0,1
"427",1.4615,1.8395,0.7325,0.6605,1.3865,3.593,3.959,0.514,0.69,0.1425,0.1945,1.8511,2.5609,0.5527,0.7619,0,0,1.51368457501641,1
"428",1.3055,1.1135,1.2185,1.5365,1.3685,4.997,3.941,0.6436,0.5212,0.4965,0.4125,0.4627,1.0321,0.5275,0.7817,0,0,0,1
"429",1.4315,0.5735,1.5065,1.2485,0.8765,3.791,4.325,0.8436,0.762,0.1965,0.4745,2.7325,3.5515,0.2287,0.1049,0,0,1.33763264676896,1
"430",0.8615,1.2995,1.1675,1.3085,1.4795,3.443,3.119,0.8956,0.6252,0.1705,0.3715,2.9665,1.9603,0.2107,0.4451,0,0,1.42328022225101,1
"431",1.0055,0.9005,0.9935,0.7595,1.7855,4.805,2.579,0.7068,0.5452,0.3125,0.1855,2.0149,3.9493,0.8749,0.2309,1.2234322453039,0.480834041867557,0.994785082025114,1
"432",0.6095,1.0235,0.6725,1.2635,1.7465,3.257,2.177,0.6884,0.8388,0.1925,0.3345,1.8589,2.9899,0.2629,0.8249,1.4405819142297e-22,0.117104877545998,0.61744473292892,1
"433",1.0085,0.9665,1.2035,1.6955,1.1675,4.271,4.637,0.6804,0.6396,0.3155,0.3875,3.2629,1.7341,0.2593,0.6575,0,0,0,1
"434",1.2425,0.8915,1.1705,0.6365,0.8435,3.557,2.855,0.8012,0.5028,0.5875,0.5295,1.4845,2.4517,0.8695,0.6737,2.65488584256275,2.45143843545522,0.563924630507951,1
"435",1.7975,1.0055,1.1165,1.3415,1.0415,3.719,2.753,0.8708,0.6404,0.1035,0.1455,1.1023,3.4735,0.1819,0.3875,0,0,3.28833818684873,1
"436",1.3475,0.8735,1.2815,1.1345,0.5735,4.331,3.701,0.8212,0.6708,0.1795,0.1785,1.5625,1.5547,0.7579,0.5333,0.865582910635517,0.536916168290355,1.08436523067408,1
"437",1.3775,1.0385,1.9835,0.6485,0.5585,3.749,3.269,0.8476,0.898,0.4905,0.3275,0.1195,2.3503,0.5635,0.4469,0,0,0,1
"438",1.0595,1.1675,1.6835,1.5245,1.4465,2.651,3.455,0.6332,0.778,0.3195,0.5135,3.0367,2.6623,0.5815,0.5387,0.388984791970851,0.493814556842951,1.37006804157274,1
"439",1.7585,1.7285,1.9205,1.4525,0.5855,2.129,2.957,0.798,0.522,0.2665,0.1275,2.5609,2.0461,0.4177,0.8609,2.12900000047921,2.95700000000004,0,1
"440",1.9715,1.8215,1.1885,1.0745,1.3745,4.541,4.451,0.8676,0.6356,0.5165,0.5995,2.6467,1.0633,0.9181,0.8465,0.881758031459845,0,0.721481212202885,1
"441",0.9395,1.5425,1.8665,0.8585,0.7355,3.941,4.499,0.766,0.6276,0.2125,0.4765,0.8293,3.5125,0.6409,0.2831,0,0,0.25931442037982,1
