"","R1_0","R2_0","C1_0","C2_0","r1","r2","K1","K2","e11","e12","e21","e22","h11","h12","h21","h22","a11","a12","a21","a22","m1","m2","w11","w22","R1","R2","C1","C2","steady"
"781",1.12475,1.25525,0.72125,0.54875,0.62225,0.79175,2.5145,4.5275,0.6586,0.5354,0.845,0.8906,0.51825,0.36625,0.47725,0.54275,3.97075,2.39125,1.67755,0.54655,0.24535,0.30475,0.45095,0.14585,NA,NA,NA,NA,0
"782",1.43975,1.49825,1.58375,0.61925,1.84475,1.30475,3.1355,2.0345,0.747,0.5702,0.5494,0.659,0.58875,0.17325,0.22175,0.33875,3.08935,3.13615,1.40845,0.96385,0.82585,0.65395,0.52835,0.77135,0.626847256179727,0.417475860447196,0.735228725415218,2.71031743967754e-80,0
"783",0.76025,1.41425,1.93775,1.92125,1.43525,0.89525,2.2145,2.1185,0.5902,0.8346,0.7546,0.6318,0.25575,0.16425,0.45425,0.19675,0.21115,1.79065,0.98725,2.34055,0.52435,0.38035,0.24305,0.30425,0.592980263066862,0.396127529199755,1.57190523247982e-10,1.71524012055734,1
"784",1.65875,1.74125,1.87925,0.80675,0.81425,1.38875,4.2005,3.4655,0.657,0.6014,0.6678,0.6414,0.43925,0.34425,0.44175,0.33575,3.68605,0.91315,2.32885,3.97855,0.60175,0.24085,0.88745,0.58775,0.119360416377916,0.56507577530188,3.93540195914892e-202,0.150362983176043,0
"785",1.41875,0.98225,1.41125,1.96925,0.97175,0.82925,4.8335,4.8785,0.7166,0.7794,0.6434,0.631,0.52775,0.16725,0.10025,0.32125,3.30775,3.15565,1.84915,2.42245,0.94375,0.59725,0.39515,0.39155,0.06277796594352,0.0694732384860352,1.95888143314323e-107,1.69776551661828,0
"786",0.98075,0.67325,1.57475,1.22225,0.74825,1.06025,2.4365,4.7225,0.8066,0.6342,0.8578,0.7554,0.28325,0.59075,0.59225,0.33425,2.17285,2.51995,0.71815,0.64795,0.35425,0.35155,0.50945,0.22145,3.65379182988848e-05,4.14767083793347e-05,0.868274335672746,1.39112361967025e-39,0
"787",1.31825,1.60175,1.18925,1.33175,0.81575,1.17875,4.4825,2.3345,0.8586,0.8398,0.8562,0.7406,0.21775,0.22875,0.18825,0.49025,1.37725,3.26095,2.67985,0.41395,0.75385,0.38215,0.54185,0.53465,0.377089132902021,0.505723709037503,0.591796092199799,0.477018513998674,1
"788",0.80075,1.31975,1.61975,0.78875,0.91925,1.60175,3.5585,2.2505,0.7626,0.7098,0.8686,0.6282,0.44325,0.17625,0.25875,0.54375,1.48255,0.46855,1.02625,0.94435,0.67195,0.21205,0.14045,0.68045,0.376565885152187,0.321423206973223,-5.81028874703856e-219,2.56849179086754,0
"789",1.83425,1.20575,1.06475,1.07975,1.70975,1.11275,4.9745,4.4645,0.6702,0.6714,0.6974,0.6206,0.36525,0.34475,0.58725,0.18175,1.13935,0.79615,0.83125,0.61675,0.49465,0.97435,0.33215,0.39335,1.30488955050454,0.69232051290802,3.11346594503291,7.44159211074728e-67,1
"790",1.58375,0.64775,1.44125,0.59525,1.33625,1.58825,2.4215,2.0315,0.5698,0.8618,0.7686,0.5606,0.34075,0.52475,0.46125,0.25575,3.58855,3.97075,0.25015,2.14555,0.76105,0.63415,0.89285,0.44015,0.265976728007487,0.984294119771611,0.881221438395842,0.210940386726523,1
"791",1.25675,1.55525,1.07975,1.81025,1.56125,1.02725,3.1235,4.5425,0.8622,0.7018,0.6934,0.6522,0.25425,0.19975,0.41025,0.18075,2.39515,1.64245,1.08475,2.35225,0.74125,0.98785,0.59045,0.27545,0.509621469339998,0.707113254268579,1.33285623286283,5.43142770930173e-211,0
"792",0.75875,1.91075,1.12475,1.85975,1.72775,1.98575,4.0115,2.3015,0.6334,0.7174,0.8926,0.6542,0.57675,0.23775,0.51325,0.31725,3.59635,2.98405,3.49105,2.41465,0.24265,0.73765,0.54815,0.32405,NA,NA,NA,NA,0
"793",1.50425,1.87775,1.24925,1.77725,1.40975,0.77225,4.5305,4.2785,0.6746,0.7346,0.8306,0.6062,0.39975,0.21875,0.16625,0.49825,3.99805,2.16505,2.25475,3.09325,0.22285,0.61975,0.39065,0.10625,1.03193653182534,0.233111328347121,2.12211048689325,6.26489246044333e-136,0
"794",1.76975,0.62975,1.28675,1.52675,1.87625,1.61225,4.1045,3.7265,0.6754,0.8846,0.6818,0.6598,0.26025,0.52125,0.21625,0.17525,1.24855,2.34445,0.72205,2.10655,0.76195,0.52075,0.09725,0.09995,1.22490674760496,0.672303325562432,0.990462584115726,2.1071199974202,1
"795",0.81575,1.23275,1.60325,1.71125,1.58225,0.65825,2.7095,3.9635,0.595,0.891,0.8882,0.7982,0.12825,0.36925,0.58625,0.40425,2.82805,2.31325,2.79295,1.58395,0.31915,0.94195,0.81005,0.26465,0.0377636847432543,0.1197740420995,1.49578131144138,4.50246829951612e-283,0
"796",0.58175,1.13525,0.76625,0.90725,1.38725,1.53125,4.2065,3.6995,0.5722,0.5178,0.5902,0.5014,0.52575,0.35625,0.59125,0.12575,2.83975,1.73605,2.61745,3.52615,0.23455,0.43615,0.59315,0.77855,2.20865365707101,2.9108829931175,0.279057582402817,0.105872398230823,0
"797",1.22975,1.64075,1.86125,0.68675,0.67325,0.97625,4.4015,4.0745,0.8602,0.7154,0.777,0.8878,0.32825,0.49375,0.59675,0.52925,3.93955,0.36715,3.51055,3.12835,0.21025,0.82495,0.88835,0.34565,0.0022879474649115,0.133437518867006,0.650379821701042,0.046702540033651,0
"798",1.95275,0.57575,1.02725,1.80725,1.48325,1.42625,2.4935,4.2665,0.6206,0.6914,0.803,0.577,0.43225,0.38225,0.25525,0.49775,3.21805,1.10815,3.96685,1.00285,0.53695,0.44425,0.68315,0.31595,0.131007468292912,0.895363948057236,0.00123470462360814,1.66434853046832,0
"799",1.33925,1.34075,0.53975,1.12025,1.58375,1.61825,2.8235,2.1275,0.8166,0.6006,0.6722,0.5218,0.36875,0.13825,0.36625,0.39075,0.67525,0.18775,1.20565,3.29605,0.36685,0.80875,0.90995,0.10715,0.875755386034301,2.03558425097138,2.3624902711965,0.000105894089625441,1
"800",1.14125,1.46225,1.19975,1.95125,0.80525,0.86525,4.7345,4.2215,0.897,0.5798,0.5274,0.6562,0.12775,0.42175,0.27425,0.50225,3.09325,0.25795,3.65875,1.29145,0.91765,0.63505,0.08735,0.45185,0.49845966118757,1.35443278026946,9.60906613533393e-290,2.1727618236269,0
"801",0.54125,1.48925,0.76475,1.49375,0.93725,1.26575,3.5075,3.3065,0.7582,0.5086,0.6594,0.593,0.17775,0.26775,0.12975,0.41175,3.57295,0.96775,2.86315,2.23525,0.91045,0.72955,0.21065,0.29615,0.406893260003471,1.20356645097614,-9.27392647921673e-155,1.09220670068189,1
"802",0.85925,0.88175,1.72625,1.52525,1.14125,0.50525,2.4335,4.4795,0.6882,0.8034,0.5258,0.7346,0.40975,0.26525,0.23375,0.11225,1.48645,3.45985,1.08085,1.41235,0.97255,0.31285,0.11885,0.64085,0.752167131657829,0.197582582082002,-3.96130913935379e-21,1.22076769657018,1
"803",0.94925,1.41575,1.48025,1.94525,0.60875,1.09775,3.1385,4.1345,0.5418,0.521,0.5082,0.5418,0.41775,0.52375,0.23175,0.50675,3.47155,1.09645,1.12375,1.38115,0.22015,0.68905,0.30695,0.81815,0.0127161080798708,0.0226695249028848,2.40737451775993,2.17404611602289e-190,0
"804",1.11725,1.80575,1.29425,0.70475,1.38575,1.83425,3.0815,2.5625,0.807,0.6362,0.621,0.5998,0.54825,0.57775,0.35525,0.16725,1.24465,1.53325,2.96065,1.73995,0.61165,0.90505,0.49955,0.36005,0.679375133486075,1.47710586846026,0.000913161241132835,1.26355447371756,1
"805",1.32875,0.70775,1.97525,1.34225,0.87875,1.15025,3.4235,2.1005,0.679,0.7366,0.6734,0.8998,0.45175,0.50225,0.42075,0.46925,1.10425,3.77965,2.74615,1.65415,0.96355,0.26065,0.45005,0.68225,0.329204659119953,0.694298621565865,7.41597202361379e-301,0.188935484475776,0
"806",1.90025,1.73675,0.53375,0.70625,0.77825,0.52625,3.4145,2.5025,0.7154,0.7182,0.8518,0.8698,0.25325,0.25275,0.47225,0.57725,0.55045,0.33205,0.23455,0.65185,0.77725,0.40285,0.11165,0.54815,2.48077463497918,1.05350000814603,-5.14984319476878e-11,1.80936127134961,1
"807",1.12775,1.87925,1.55975,1.46675,1.55075,1.51775,4.4915,3.7955,0.837,0.681,0.6482,0.5954,0.12025,0.30825,0.22675,0.27525,1.11595,0.67915,0.52705,3.82645,0.42985,0.25345,0.34205,0.74525,0.678920925333591,0.156939420085261,1.49966143980866,0.839983140266846,1
"808",1.90625,0.51575,1.13375,0.75275,0.85325,0.56075,2.6135,2.7395,0.8378,0.6494,0.7602,0.5438,0.57125,0.49975,0.51425,0.40975,3.87325,3.90055,3.39745,2.57065,0.37495,0.35875,0.21695,0.26825,0.0421170252240513,0.0328009337531131,4.76794057090465e-11,0.0326145648976712,0
"809",1.23725,1.40525,1.04975,1.89725,1.47275,1.16375,3.6215,2.0765,0.5254,0.7986,0.7298,0.5766,0.24225,0.27125,0.33675,0.33775,1.84915,2.05975,2.69545,0.14875,0.27685,0.41275,0.85415,0.37985,0.658477934880291,1.24921079718139,1.46256903638202,1.00417532523282e-113,0
"810",0.55325,1.50125,1.90925,1.73525,0.66725,0.88475,4.0355,2.1575,0.691,0.6178,0.7958,0.6398,0.28425,0.55025,0.13775,0.12825,0.81175,1.03015,3.65095,0.49585,0.45505,0.36055,0.36545,0.27455,0.118467960368233,1.25713028571771,0.0280487483487553,0.956331223049171,1
"811",1.70825,0.81725,0.71675,1.08425,1.19525,1.69475,3.9695,2.1305,0.825,0.6302,0.8946,0.5034,0.52725,0.34775,0.36875,0.26025,1.41625,1.21345,3.71725,3.64315,0.91945,0.59275,0.72815,0.17015,0.132269071955498,0.664013911690055,1.22092241776083e-262,0.891264485450638,0
"812",1.05575,0.61775,0.56825,1.87925,1.91525,1.72025,3.3215,2.5055,0.8214,0.5734,0.8006,0.6198,0.26925,0.53625,0.48725,0.25425,3.72505,0.81565,3.18295,3.88105,0.56665,0.65755,0.57425,0.29885,0.216125708176209,0.407082295671483,0.160171257230834,0.200048686595925,0
"813",0.55175,1.07075,1.55075,1.60025,1.03625,1.97675,4.9985,4.1165,0.593,0.5078,0.8062,0.7742,0.22625,0.43675,0.40175,0.25125,2.77735,3.06205,3.10495,3.54175,0.73495,0.42985,0.65525,0.59945,0.00289861596703491,0.00306583636361715,7.90724160359417e-230,0.759596833904727,0
"814",1.62275,1.03625,1.31525,0.73025,1.93325,1.69325,3.8975,2.4395,0.677,0.8582,0.7058,0.8646,0.53975,0.56025,0.14175,0.41925,3.95515,3.85765,1.04965,3.58855,0.30295,0.12745,0.32225,0.19625,NA,NA,NA,NA,0
"815",1.48175,0.90725,1.75625,1.39175,1.93475,0.60875,2.3765,2.6825,0.5634,0.6474,0.5686,0.749,0.33475,0.15875,0.45325,0.31575,2.97625,1.86085,1.62295,1.02625,0.23365,0.98155,0.84605,0.73805,0.0177122909204702,0.0600436254677527,1.05704132257108,4.94065645841247e-324,0
"816",1.36325,1.64825,0.55175,1.30775,1.78775,1.45625,2.4035,4.3235,0.735,0.6186,0.7306,0.8806,0.48475,0.18525,0.50425,0.36975,1.04185,2.05585,2.12995,1.56055,0.97885,0.80965,0.79565,0.91805,1.91499717205671,0.768801502880759,6.43635712755193e-09,1.62900461086578,1
"817",0.76625,0.65375,0.60275,1.64675,1.32875,0.63725,4.2335,2.6315,0.8426,0.6542,0.579,0.7418,0.42975,0.41475,0.56925,0.52675,0.92485,3.17125,0.36325,0.64015,0.99505,0.98965,0.64805,0.45455,2.68192532352248,1.09811681315362,1.37402385075541,-1.61184379735891e-14,1
"818",1.17725,1.32125,1.24025,1.83125,0.50675,1.93325,3.9935,2.2445,0.769,0.7686,0.619,0.541,0.37675,0.54875,0.20675,0.35225,2.99965,3.44035,3.22195,3.36235,0.60805,0.74485,0.69485,0.73715,0.0490043639485861,0.345535672950089,0.716295793622837,9.30319343714848e-75,0
"819",1.01825,1.22075,1.70825,0.55175,1.91675,1.87925,2.2745,4.5725,0.775,0.875,0.8346,0.6502,0.28975,0.57225,0.43775,0.20925,0.48415,1.32265,2.62915,1.48255,0.84925,0.52885,0.20345,0.75335,0.299551044817294,0.189594584084933,8.79034652990229e-218,3.24917459985654,0
"820",1.64525,1.78175,0.63725,1.92275,1.41875,0.61175,3.4265,4.5635,0.8014,0.7106,0.7398,0.563,0.47175,0.55775,0.42025,0.31075,0.36715,2.54335,1.13545,2.90215,0.72955,0.98515,0.94775,0.92615,3.33716394649214,1.25014755040813,1.87783654074309e-12,0.410041834106197,1
"821",0.83525,1.01075,1.76975,1.31675,1.80275,1.69175,3.5315,2.3945,0.7814,0.5502,0.8274,0.5802,0.56625,0.21625,0.24375,0.55925,1.22905,0.95605,3.91615,1.29535,0.18325,0.50005,0.15215,0.07835,0.201381688237929,0.378437658860926,1.66789483715653,0.547090519850125,1
"822",1.91675,0.95975,0.79475,1.70375,1.84325,0.50675,3.5045,2.5805,0.7686,0.7634,0.8938,0.8058,0.20075,0.43425,0.22375,0.20775,3.38575,0.66745,3.17515,0.13705,0.89965,0.48835,0.92705,0.88385,0.513142068333769,2.07736441131379,0.86394341571921,5.43379140536167e-07,1
"823",1.58975,1.51025,1.49375,0.69125,1.46225,0.74375,2.4965,4.5305,0.581,0.5498,0.631,0.6654,0.16775,0.21375,0.46675,0.27225,2.47705,1.45525,1.40455,0.76885,0.73315,0.95905,0.59225,0.74795,0.757482953622614,1.05042261230741,1.06150882703472,5.31581093927029e-28,1
"824",1.60625,1.06475,1.80125,0.88775,1.47575,0.84875,4.6505,3.7865,0.6218,0.719,0.8034,0.729,0.18775,0.48275,0.27175,0.37875,3.98245,1.53715,1.01455,0.82735,0.80605,0.70525,0.34655,0.09545,0.812942778964033,0.645726295250066,1.16910125597603,4.74132918310028e-79,0
"825",0.52175,0.93725,0.63575,1.29125,0.53375,0.96275,2.5505,4.5515,0.877,0.5282,0.7522,0.7014,0.36575,0.56925,0.18275,0.56875,1.05355,0.58555,2.55895,1.01065,0.35155,0.11125,0.61295,0.81365,-0.000371708937889526,8.48223113050455e-05,3.67062574643102e-22,0.27236125696443,0
"826",1.70975,0.58025,1.89425,1.40075,1.49075,1.00775,3.3005,2.2385,0.7706,0.6194,0.5422,0.6874,0.18975,0.31525,0.13675,0.24075,2.89825,3.16345,3.00355,2.25085,0.86995,0.12115,0.66695,0.49055,0.142703362566102,0.12037353268004,1.33628895170018e-307,0.80294825674596,0
"827",1.96925,1.96025,1.78475,1.83575,1.48775,1.16225,2.7305,3.9995,0.6734,0.7518,0.7402,0.7726,0.41675,0.13225,0.32975,0.52575,3.84205,2.17285,3.43645,1.91935,0.80875,0.29305,0.85235,0.07655,0.000502622028300258,0.00379552363052819,3.15953031960683e-204,0.104027215633666,0
"828",1.36025,0.72275,1.65275,1.87625,0.83825,1.07675,4.6385,4.4465,0.6766,0.555,0.6838,0.6338,0.41275,0.25475,0.48275,0.29175,0.68695,2.96455,2.96455,3.17515,0.12565,0.13825,0.25475,0.54995,NA,NA,NA,NA,0
"829",1.48775,1.57025,1.88525,1.25825,1.71425,1.46075,4.5995,2.1485,0.5478,0.8946,0.5578,0.6946,0.59975,0.45525,0.57175,0.37025,1.01845,0.74545,2.07145,0.82345,0.45685,0.20125,0.94055,0.65615,0.0478769778835271,0.047935251382689,6.04781365428054e-132,1.32180427728952,0
"830",0.77525,0.80075,0.70625,0.97475,1.21925,0.58625,2.9075,4.8425,0.6242,0.6806,0.7474,0.6546,0.49775,0.54375,0.23775,0.36325,3.86155,2.88655,2.47315,1.08865,0.42085,0.85825,0.92435,0.44285,0.340853526022029,0.04067626410784,0.0112658829859436,2.7292376468839e-119,0
"831",1.32575,1.10075,1.62875,0.95975,0.52325,1.58375,2.2685,3.0245,0.7878,0.607,0.5942,0.695,0.35625,0.49425,0.38975,0.15275,0.18775,3.29605,2.03635,2.83585,0.43975,0.44875,0.56525,0.77315,0.396802108732472,0.278444796900456,6.36209460583898e-16,0.846996117892775,1
"832",1.28975,0.62075,0.64775,1.48625,1.39325,1.73225,4.1255,2.2325,0.5302,0.8606,0.6966,0.5938,0.58725,0.24975,0.44125,0.24275,2.04025,3.31165,1.74385,1.80625,0.45145,0.37135,0.07655,0.79565,1.68736949588126,0.661538329730467,0.114627509875242,0.268723272172752,0
"833",0.68375,1.25975,1.65875,0.73175,1.08725,1.12175,2.5955,4.5065,0.693,0.8786,0.7574,0.795,0.13125,0.40325,0.28525,0.47475,1.16665,3.66265,3.88495,1.95445,0.44155,0.55315,0.26465,0.55805,0.00207838841825702,0.000493526484375614,0.900423419250548,0.240743751614565,0
"834",1.06325,1.56125,0.73925,1.36175,0.99125,0.85775,4.4195,3.3185,0.5786,0.8118,0.6702,0.6258,0.11275,0.18325,0.40825,0.26975,0.96385,0.62065,3.25315,1.39675,0.97795,0.72235,0.26645,0.18725,0.346787913246282,1.65257842286533,2.19212358510877e-46,0.910351102239722,1
"835",0.57275,0.77375,1.84925,1.31825,1.37225,1.61675,3.7475,3.9845,0.5918,0.7322,0.6166,0.7694,0.19675,0.37725,0.41575,0.53675,2.00125,0.35935,2.17675,1.95055,0.95815,0.57925,0.86495,0.67595,2.71207746741976,2.88598208074542,2.13836479442991e-89,0.526347262396712,0
"836",1.08725,0.77975,0.94025,1.14875,0.52625,0.75275,3.4565,2.2895,0.7994,0.737,0.5922,0.7658,0.54725,0.10925,0.41425,0.35325,1.33045,3.19855,2.89825,3.61585,0.61255,0.17605,0.69215,0.09365,0.0119497930926274,0.12559037986695,1.73578693860936e-148,0.413189198596525,0
"837",1.47125,0.67025,1.37075,1.69325,0.76175,0.55775,3.8885,2.0195,0.6082,0.5946,0.513,0.8938,0.23475,0.33575,0.38925,0.38575,2.00515,1.60345,3.90445,3.96685,0.39835,0.28585,0.30065,0.09275,NA,NA,NA,NA,0
"838",1.55375,1.36325,1.93175,0.66125,1.41425,1.37075,4.6055,4.1405,0.5642,0.5162,0.7858,0.7566,0.22425,0.28525,0.15375,0.59975,0.75325,0.59725,0.67135,1.50985,0.18865,0.29755,0.69035,0.72905,1.4784994156187,1.3213988165609,1.36057199571145,0.738543938115369,0
"839",1.85375,0.71675,1.04075,0.61175,1.49825,1.50425,2.8115,3.8435,0.6014,0.7918,0.7798,0.5742,0.26275,0.22625,0.20625,0.17575,0.41395,0.84685,1.28365,3.08545,0.14635,0.74935,0.34835,0.07565,0.654909815766794,0.211656123298155,4.72048566472379,5.68304003995361e-09,1
"840",1.93475,1.37525,1.34375,1.51625,0.89075,1.70825,4.3625,2.5865,0.851,0.7818,0.8914,0.6302,0.20975,0.14775,0.11825,0.16425,3.21415,2.08315,2.97625,3.84205,0.73135,0.31105,0.08645,0.80285,0.00460239439586492,0.00182731053846329,1.39298624178347e-216,0.512420771124296,0
"841",1.99475,1.90475,1.54325,1.85675,1.67675,1.81175,4.7975,2.7485,0.8874,0.6002,0.8966,0.5486,0.33425,0.15275,0.53275,0.13325,0.32815,3.61975,1.42405,0.23845,0.70435,0.66565,0.05585,0.22505,0.243958386288011,0.251832602871281,0.473020012879076,2.03234692110306,0
"842",0.65375,1.59725,1.99175,1.10075,0.61025,1.87775,4.7945,2.4335,0.627,0.759,0.6458,0.8406,0.29525,0.43125,0.10475,0.18425,1.83745,3.07375,1.50205,2.47315,0.19675,0.62515,0.70385,0.25025,0.0336356465655837,0.139601687308601,1.0181035369158,-3.56908796911561e-47,1
"843",0.55775,0.61625,0.79175,1.35425,0.52025,1.23275,3.6095,2.2655,0.7642,0.8634,0.5162,0.6638,0.14275,0.51675,0.40775,0.20525,3.87715,3.08935,1.03405,1.17055,0.69625,0.85915,0.60035,0.66155,0.0887543007615132,0.499428985943936,0.303153268963925,3.54855604738243e-213,0
"844",0.56825,1.02725,1.17425,0.59075,0.59075,1.17125,4.6475,3.3335,0.5438,0.847,0.699,0.6442,0.22725,0.15525,0.37625,0.15475,0.17215,0.78445,0.26965,3.85375,0.42355,0.77005,0.78665,0.22685,2.81671973402411,1.67856549139462,0.000216851917850216,1.41141234805796,1
"845",1.98125,1.08725,0.78275,1.72625,1.11125,1.54775,4.0535,3.9155,0.5842,0.5978,0.727,0.547,0.12675,0.52275,0.32075,0.15775,2.75785,0.83905,0.88195,3.38575,0.17155,0.56665,0.89555,0.21065,0.0778309843866457,0.547633765126987,0.695347505872284,0.595229750920461,1
"846",1.72175,1.03325,0.86675,0.84875,0.80375,1.72175,2.2655,3.3545,0.6454,0.5394,0.737,0.5598,0.52525,0.26625,0.20475,0.51075,0.12535,0.97555,2.43415,3.26485,0.17605,0.43705,0.59585,0.43745,0.750011576532091,1.79439151497544,0.970850287543057,0.447005032863769,0
"847",0.69125,1.27025,1.20275,0.86975,0.53675,0.96725,4.8005,4.3805,0.8382,0.6222,0.837,0.6122,0.58325,0.41875,0.28975,0.52975,0.70255,1.99735,1.11205,2.30545,0.75115,0.58465,0.82535,0.72815,3.97610374212628,2.96532306737252,6.65379311689717e-114,1.32712029893936,0
"848",0.91475,0.59525,0.78425,1.63775,0.62375,0.60275,4.2485,3.4745,0.5794,0.8726,0.8414,0.6098,0.42075,0.43375,0.48825,0.44025,0.57775,1.45915,0.68695,2.22745,0.94825,0.55135,0.75335,0.66065,1.67396600078779,0.376985234714654,-1.2445726773512e-53,1.18957923457866,1
"849",0.96875,1.64525,1.95275,1.38125,1.60025,0.82025,4.5245,2.6555,0.6382,0.6614,0.5774,0.5982,0.51025,0.58425,0.35125,0.54175,2.85535,1.57615,1.88425,2.30935,0.60445,0.34885,0.52925,0.81185,1.61642608444428,0.175224595737483,2.48018007711523e-57,1.81436968048997,0
"850",1.66325,1.98575,0.84125,1.05425,0.95525,1.83725,2.3525,2.0135,0.8086,0.705,0.7626,0.8818,0.51875,0.10575,0.38775,0.58825,1.27975,0.28135,0.89365,2.32105,0.42265,0.12835,0.30335,0.58145,0.179833897133766,0.0994478086496566,7.44986297853842e-151,1.89870288915172,0
"851",1.07975,1.07675,1.23125,0.68375,1.41275,1.54175,3.0035,4.1135,0.8734,0.7386,0.5342,0.817,0.43125,0.31925,0.16575,0.12975,1.88035,3.77575,2.11825,3.82255,0.73855,0.69445,0.13235,0.08555,0.981480708139472,0.943218979013787,1.79979289561643,1.29379204629332,0
"852",0.97175,1.62425,1.46525,1.04375,0.82775,1.22975,4.8485,2.9195,0.5686,0.6954,0.7262,0.6094,0.48125,0.35375,0.54875,0.11425,1.53715,2.61355,2.37955,0.98725,0.10045,0.93655,0.19535,0.84605,NA,NA,NA,NA,0
"853",1.29725,1.40675,1.47275,1.49075,1.87025,1.76675,4.9115,3.2855,0.8134,0.5154,0.7906,0.7286,0.32425,0.23525,0.45225,0.29875,2.02075,2.98795,2.57845,1.19785,0.45775,0.62335,0.44285,0.88295,1.88117704440507,0.849276067219427,0.202322072194513,4.81195243999209e-131,0
"854",1.60775,1.95125,1.71125,1.88975,1.50125,1.59725,4.0625,3.0965,0.845,0.7358,0.7486,0.7446,0.45475,0.14625,0.26925,0.47925,3.40915,2.38345,3.19075,2.06365,0.79435,0.18325,0.41585,0.80645,NA,NA,NA,NA,0
"855",1.27025,0.54575,0.65975,0.70775,1.57025,0.87725,3.9575,3.6755,0.505,0.8718,0.6046,0.5534,0.13525,0.26375,0.58025,0.49175,1.46305,3.83035,1.89985,0.40225,0.77635,0.90865,0.80555,0.05405,1.10665180097634,0.958580830901778,1.31359775515543,2.36503585820952e-178,0
"856",1.49675,1.45625,0.96275,1.90775,1.59275,1.05875,4.2515,2.1065,0.8186,0.8342,0.8206,0.8766,0.27675,0.44125,0.49375,0.45275,0.89365,1.89985,0.56995,2.09095,0.21835,0.98875,0.77135,0.23585,0.659724818640004,0.613100848744363,3.40375262519919,-4.94065645841247e-324,0
"857",1.67075,1.78475,1.46675,0.88175,1.84925,1.33175,2.7515,2.2745,0.5526,0.8086,0.8934,0.885,0.24175,0.30075,0.51575,0.13475,1.72435,0.32815,3.37015,3.09715,0.68275,0.66835,0.86405,0.57695,2.2977470656419,1.30812575313465,1.00039919627509e-118,0.571255909439522,0
"858",1.57325,1.48475,1.50875,1.23875,0.74525,0.71525,3.4595,3.5675,0.6554,0.7714,0.5214,0.8718,0.59575,0.58375,0.38625,0.59575,1.25245,2.84755,2.68765,0.95995,0.55765,0.97975,0.46625,0.48515,0.377446604054773,0.148078675123795,0.440050858556566,4.82740992293047e-152,0
"859",1.71425,1.68125,1.70075,0.82775,0.88925,1.43825,4.2395,4.4945,0.7202,0.8502,0.7618,0.6758,0.27275,0.52625,0.38525,0.27725,1.42015,2.92555,1.10425,2.69545,0.35875,0.39655,0.67775,0.83345,0.818218034505317,0.255327739228395,1.47298554796626,2.21639584908795,0
"860",0.86375,1.98425,0.51875,1.89875,1.57775,1.15475,2.2625,2.4125,0.5662,0.6674,0.625,0.6554,0.10275,0.53275,0.48525,0.14325,0.97945,1.56835,3.44815,2.55505,0.41995,0.55045,0.80735,0.41765,0.0290324191224032,0.0420842567072489,7.42327770521979e-51,0.868717101918009,0
"861",1.80275,0.91325,0.94175,1.52075,1.42775,1.26875,3.2195,2.8865,0.665,0.567,0.7162,0.7058,0.58575,0.54775,0.24975,0.30875,3.05035,2.37175,1.93105,3.23365,0.68815,0.30295,0.94865,0.26735,0.000284203033619274,0.000437807470709517,5.53687444069968e-205,1.96504608105875,0
"862",1.66025,1.05875,1.91825,0.76325,0.92075,1.42925,4.7015,4.1705,0.8258,0.821,0.5934,0.6082,0.29325,0.35525,0.34925,0.35975,2.41465,1.86475,2.81245,1.42405,0.61885,0.20575,0.43835,0.62375,0.000456801000046667,0.000688551936833637,1.08548394605958e-130,2.16920637288982,0
"863",0.58475,0.85925,1.27925,1.14725,1.73075,0.79325,2.8355,3.4565,0.8402,0.8594,0.6022,0.5994,0.13025,0.57075,0.51875,0.13275,1.61905,1.13155,3.94345,0.16825,0.27235,0.26515,0.48875,0.55175,0.273184284075077,0.213635960913668,1.57395147838144,0.180959050105843,1
"864",1.15025,1.23425,0.62075,0.85775,1.44425,1.80725,4.7195,3.1175,0.6998,0.6902,0.7046,0.7486,0.46275,0.12425,0.14875,0.48875,0.43345,1.37725,1.63855,3.37405,0.50995,0.63865,0.66425,0.14495,0.132036829359769,0.487845798095525,7.96151646948538e-13,0.633381631956507,0
"865",0.50225,1.73525,0.81425,1.92875,1.96325,1.96775,2.4305,2.6045,0.8922,0.7206,0.6942,0.677,0.45675,0.17225,0.17225,0.18275,0.18385,2.90995,1.58005,0.13315,0.54955,0.33265,0.61835,0.35645,0.522030012975618,0.650216609833359,1.28521568508437,1.66445595703386,1
"866",0.65525,0.66575,0.75425,0.80075,0.92825,1.60925,3.0875,4.2275,0.5814,0.5906,0.6462,0.667,0.36675,0.18125,0.45675,0.52625,1.23295,0.34375,0.30865,3.67045,0.54865,0.32905,0.21965,0.79385,1.72148405823704,0.246988825167064,0.342730578650324,1.51174377214246,1
"867",1.54325,1.43525,0.99125,1.97225,0.71825,1.52975,2.1755,3.1595,0.831,0.725,0.695,0.7398,0.47275,0.16325,0.27825,0.41775,2.84755,3.90445,0.80395,3.86545,0.52705,0.60085,0.56435,0.20795,0.14616622622796,0.286677367833642,0.702978575902515,1.43139256131803e-35,1
"868",0.92825,1.10975,0.77825,0.59825,0.83075,1.24025,3.9395,2.4635,0.8646,0.8998,0.6002,0.5386,0.27875,0.23925,0.29825,0.49675,3.82645,2.67595,3.61195,0.60505,0.60085,0.92485,0.32315,0.86675,0.458475393566934,0.98159557176166,0.183604353712471,0,0
